Run,GraphType,Vertices,Edges,RequestedDensity,ActualDensity,Seed,SourceVertex,MinDist,MaxDist,AvgDist,UnreachableVertices,NegativeCycle,TimeMs
57,AdjacencyList,10,11,0.2500,0.2444,2612146721,V9,300,1421,939.7143,2,false,0.0216
58,AdjacencyList,10,7,0.2500,0.1556,972306186,V9,N/A,N/A,N/A,9,false,0.0105
59,AdjacencyList,10,8,0.2500,0.1778,3627417047,V9,393,2371,1547.2857,2,false,0.0251
60,AdjacencyList,10,12,0.2500,0.2667,1987773412,V9,692,2626,1545.7778,0,false,0.0270
61,AdjacencyList,10,12,0.2500,0.2667,348048477,V9,N/A,N/A,N/A,9,false,0.0138
62,AdjacencyList,10,17,0.2500,0.3778,3003196638,V9,15,399,230.0000,0,false,0.0355
63,AdjacencyList,10,9,0.2500,0.2000,1363375003,V9,65,1992,1324.8333,3,false,0.0170
64,AdjacencyList,10,13,0.2500,0.2889,4018518964,V9,85,931,541.7500,1,false,0.0223
65,AdjacencyList,10,8,0.2500,0.1778,2378644529,V9,557,3156,2120.6250,1,false,0.0175
66,AdjacencyList,10,13,0.2500,0.2889,738832094,V9,127,1349,994.4444,0,false,0.0276
67,AdjacencyList,10,10,0.2500,0.2222,3393954955,V9,432,432,432.0000,8,false,0.0142
68,AdjacencyList,10,12,0.2500,0.2667,1754073720,V9,538,1465,876.2222,0,false,0.0224
69,AdjacencyList,10,7,0.2500,0.1556,114171885,V9,771,2094,1345.5714,2,false,0.0169
70,AdjacencyList,10,9,0.2500,0.2000,2769254246,V9,442,1554,911.6667,3,false,0.0185
71,AdjacencyList,10,14,0.2500,0.3111,1129370211,V9,140,1542,937.0000,0,false,0.0279
72,AdjacencyList,10,7,0.2500,0.1556,3784625472,V9,653,1426,1002.5714,2,false,0.0155
73,AdjacencyList,10,8,0.2500,0.1778,2144805137,V9,708,3685,1935.2500,1,false,0.0220
74,AdjacencyList,10,10,0.2500,0.2222,504943802,V9,57,1367,874.3750,1,false,0.0225
75,AdjacencyList,10,11,0.2500,0.2444,3160091663,V9,410,1963,1180.0000,1,false,0.0196
76,AdjacencyList,10,13,0.2500,0.2889,1520227428,V9,670,1311,1009.7500,1,false,0.0280
77,AdjacencyList,10,13,0.2500,0.2889,4175316389,V9,2,1418,622.3333,0,false,0.0204
78,AdjacencyList,10,15,0.2500,0.3333,2535473854,V9,482,1534,891.5556,0,false,0.0257
79,AdjacencyList,10,13,0.2500,0.2889,895615419,V9,116,1849,849.1250,1,false,0.0206
80,AdjacencyList,10,10,0.2500,0.2222,3550704980,V9,609,2154,1307.0000,1,false,0.0205
81,AdjacencyList,10,14,0.2500,0.3111,1910823245,V9,50,995,637.4444,0,false,0.0265
82,AdjacencyList,10,9,0.2500,0.2000,271101210,V9,873,2892,1775.3750,1,false,0.0213
83,AdjacencyList,10,10,0.2500,0.2222,2926287671,V9,99,1528,602.6250,1,false,0.0205
84,AdjacencyList,10,14,0.2500,0.3111,1286458136,V9,227,1129,684.2222,0,false,0.0282
85,AdjacencyList,10,15,0.2500,0.3333,3941613497,V9,324,1132,750.8750,1,false,0.0287
86,AdjacencyList,10,11,0.2500,0.2444,2301801762,V9,81,918,393.8333,3,false,0.0200
87,AdjacencyList,10,7,0.2500,0.1556,661939527,V9,691,1631,1037.4000,4,false,0.0159
88,AdjacencyList,10,6,0.2500,0.1333,3317013888,V9,381,3164,2069.3333,3,false,0.0157
89,AdjacencyList,10,12,0.2500,0.2667,1677088853,V9,579,1850,1154.4444,0,false,0.0296
90,AdjacencyList,10,6,0.2500,0.1333,37246518,V9,504,1327,915.5000,7,false,0.0120
91,AdjacencyList,10,9,0.2500,0.2000,2692347879,V9,415,1404,902.2500,1,false,0.0213
92,AdjacencyList,10,10,0.2500,0.2222,1052574344,V9,107,1786,904.5000,1,false,0.0244
93,AdjacencyList,10,13,0.2500,0.2889,3707702205,V9,834,2340,1456.7778,0,false,0.0275
94,AdjacencyList,10,6,0.2500,0.1333,2067830270,V9,667,667,667.0000,8,false,0.0116
95,AdjacencyList,10,14,0.2500,0.3111,428003635,V9,71,1175,669.8889,0,false,0.0269
96,AdjacencyList,10,11,0.2500,0.2444,3083147896,V9,345,1550,1027.3333,0,false,0.0221
97,AdjacencyList,10,10,0.2500,0.2222,1443297461,V9,490,1584,1198.1250,1,false,0.0210
98,AdjacencyList,10,7,0.2500,0.1556,4098423322,V9,897,3274,2283.1429,2,false,0.0166
99,AdjacencyList,10,12,0.2500,0.2667,2458570587,V9,127,1593,815.5556,0,false,0.0255
100,AdjacencyList,10,13,0.2500,0.2889,818728452,V9,137,1177,572.4444,0,false,0.0239
1,AdjacencyList,10,22,0.5000,0.4889,24426369,V9,117,754,379.5556,0,false,0.0359
2,AdjacencyList,10,23,0.5000,0.5111,2679609630,V9,36,616,352.5556,0,false,0.0427
3,AdjacencyList,10,26,0.5000,0.5778,1039749995,V9,26,578,300.0000,0,false,0.0326
4,AdjacencyList,10,22,0.5000,0.4889,3694852056,V9,55,639,384.3333,0,false,0.0343
5,AdjacencyList,10,18,0.5000,0.4000,2054988921,V9,14,1448,733.6667,0,false,0.0353
6,AdjacencyList,10,26,0.5000,0.5778,415272286,V9,463,1024,669.6667,0,false,0.0394
7,AdjacencyList,10,21,0.5000,0.4667,3070521247,V9,502,768,610.4444,0,false,0.0401
8,AdjacencyList,10,18,0.5000,0.4000,1430674512,V9,54,1082,612.7778,0,false,0.0297
9,AdjacencyList,10,19,0.5000,0.4222,4085768373,V9,252,1084,682.7778,0,false,0.0317
10,AdjacencyList,10,20,0.5000,0.4444,2445925738,V9,24,918,376.0000,0,false,0.0322
11,AdjacencyList,10,22,0.5000,0.4889,806043403,V9,45,941,322.0000,0,false,0.0414
12,AdjacencyList,10,26,0.5000,0.5778,3461170864,V9,117,997,437.6667,0,false,0.0465
13,AdjacencyList,10,22,0.5000,0.4889,1821352629,V9,16,617,337.3333,0,false,0.0401
14,AdjacencyList,10,17,0.5000,0.3778,181476494,V9,24,856,470.1250,1,false,0.0282
15,AdjacencyList,10,23,0.5000,0.5111,2836728355,V9,260,721,412.1111,0,false,0.0363
16,AdjacencyList,10,23,0.5000,0.5111,1196928620,V9,59,733,308.5556,0,false,0.0381
17,AdjacencyList,10,20,0.5000,0.4444,3852106981,V9,62,779,286.0000,0,false,0.0384
18,AdjacencyList,10,23,0.5000,0.5111,2212388346,V9,88,929,416.8889,0,false,0.0306
19,AdjacencyList,10,21,0.5000,0.4667,572669311,V9,207,996,477.0000,0,false,0.0403
20,AdjacencyList,10,20,0.5000,0.4444,3228005472,V9,61,1231,891.1111,0,false,0.0337
21,AdjacencyList,10,21,0.5000,0.4667,1588397537,V9,31,865,356.4444,0,false,0.0404
22,AdjacencyList,10,32,0.5000,0.7111,4243494398,V9,57,843,403.7778,0,false,0.0569
23,AdjacencyList,10,21,0.5000,0.4667,2603706563,V9,170,852,345.7778,0,false,0.0400
24,AdjacencyList,10,20,0.5000,0.4444,963837528,V9,519,1079,762.3333,0,false,0.0388
25,AdjacencyList,10,24,0.5000,0.5333,3618925589,V9,594,1258,898.8889,0,false,0.0368
26,AdjacencyList,10,20,0.5000,0.4444,1979070554,V9,800,1565,1173.3333,0,false,0.0322
27,AdjacencyList,10,20,0.5000,0.4444,339184319,V9,426,1608,1021.5556,0,false,0.0363
28,AdjacencyList,10,17,0.5000,0.3778,2994266780,V9,213,1124,577.6667,0,false,0.0386
29,AdjacencyList,10,22,0.5000,0.4889,1354443645,V9,378,959,676.1111,0,false,0.0340
30,AdjacencyList,10,19,0.5000,0.4222,4009590806,V9,210,1415,810.6667,0,false,0.0269
31,AdjacencyList,10,20,0.5000,0.4444,2369759871,V9,436,1251,884.3333,0,false,0.0379
32,AdjacencyList,10,25,0.5000,0.5556,729884336,V9,275,813,527.5556,0,false,0.0374
33,AdjacencyList,10,28,0.5000,0.6222,3384978197,V9,197,532,382.7778,0,false,0.0499
34,AdjacencyList,10,28,0.5000,0.6222,1745123262,V9,250,853,531.6667,0,false,0.0618
35,AdjacencyList,10,22,0.5000,0.4889,105277727,V9,224,587,373.7778,0,false,0.0340
36,AdjacencyList,10,20,0.5000,0.4444,2760452888,V9,181,1075,672.1111,0,false,0.0333
37,AdjacencyList,10,22,0.5000,0.4889,1120682253,V9,260,729,463.7778,0,false,0.0353
38,AdjacencyList,10,19,0.5000,0.4222,3775794414,V9,81,909,422.8889,0,false,0.0314
39,AdjacencyList,10,23,0.5000,0.5111,2135982679,V9,498,1500,829.3333,0,false,0.0370
40,AdjacencyList,10,31,0.5000,0.6889,496125744,V9,41,598,378.2222,0,false,0.0560
41,AdjacencyList,10,16,0.5000,0.3556,3151349905,V9,395,1350,917.2222,0,false,0.0273
42,AdjacencyList,10,19,0.5000,0.4222,1511497870,V9,140,914,514.2222,0,false,0.0316
43,AdjacencyList,10,23,0.5000,0.5111,4166641731,V9,54,1115,564.4444,0,false,0.0348
44,AdjacencyList,10,20,0.5000,0.4444,2526842496,V9,19,1025,479.2222,0,false,0.0389
45,AdjacencyList,10,18,0.5000,0.4000,887074061,V9,88,1297,745.6667,0,false,0.0349
46,AdjacencyList,10,17,0.5000,0.3778,3542199722,V9,106,983,514.7778,0,false,0.0278
47,AdjacencyList,10,26,0.5000,0.5778,1902355087,V9,682,1348,1004.2222,0,false,0.0391
48,AdjacencyList,10,26,0.5000,0.5778,262542352,V9,452,1146,805.7778,0,false,0.0388
49,AdjacencyList,10,24,0.5000,0.5333,2917778713,V9,232,852,512.8889,0,false,0.0386
50,AdjacencyList,10,27,0.5000,0.6000,1278001878,V9,191,906,617.7778,0,false,0.0404
51,AdjacencyList,10,31,0.5000,0.6889,3933161939,V9,40,693,181.4444,0,false,0.0480
52,AdjacencyList,10,25,0.5000,0.5556,2293588304,V9,33,477,230.0000,0,false,0.0325
53,AdjacencyList,10,22,0.5000,0.4889,653892269,V9,125,740,400.1111,0,false,0.0352
54,AdjacencyList,10,19,0.5000,0.4222,3309048230,V9,156,1219,823.2222,0,false,0.0317
55,AdjacencyList,10,23,0.5000,0.5111,1669201095,V9,259,694,506.5556,0,false,0.0450
56,AdjacencyList,10,24,0.5000,0.5333,29470860,V9,316,1240,752.2222,0,false,0.0505
57,AdjacencyList,10,20,0.5000,0.4444,2684776021,V9,27,798,359.1111,0,false,0.0392
58,AdjacencyList,10,21,0.5000,0.4667,1044979186,V9,43,840,468.4444,0,false,0.0403
59,AdjacencyList,10,17,0.5000,0.3778,3700081347,V9,388,1351,932.5556,0,false,0.0354
60,AdjacencyList,10,26,0.5000,0.5778,2060328512,V9,277,839,607.4444,0,false,0.0530
61,AdjacencyList,10,25,0.5000,0.5556,420536577,V9,8,290,137.2222,0,false,0.0411
62,AdjacencyList,10,23,0.5000,0.5111,3075711438,V9,100,903,398.7778,0,false,0.0367
63,AdjacencyList,10,22,0.5000,0.4889,1435956303,V9,3,662,313.2222,0,false,0.0347
64,AdjacencyList,10,24,0.5000,0.5333,4091151864,V9,31,1047,582.5556,0,false,0.0375
65,AdjacencyList,10,23,0.5000,0.5111,2451361229,V9,28,439,210.3333,0,false,0.0417
66,AdjacencyList,10,21,0.5000,0.4667,811554294,V9,100,685,448.7778,0,false,0.0330
67,AdjacencyList,10,25,0.5000,0.5556,3466720655,V9,194,926,558.0000,0,false,0.0385
68,AdjacencyList,10,19,0.5000,0.4222,1826896720,V9,147,1204,697.6667,0,false,0.0413
69,AdjacencyList,10,20,0.5000,0.4444,187136485,V9,156,895,539.0000,0,false,0.0325
70,AdjacencyList,10,22,0.5000,0.4889,2842293246,V9,2,794,443.2222,0,false,0.0412
71,AdjacencyList,10,20,0.5000,0.4444,1202489511,V9,40,620,340.3333,0,false,0.0327
72,AdjacencyList,10,17,0.5000,0.3778,3857642372,V9,5,876,442.2222,0,false,0.0298
73,AdjacencyList,10,27,0.5000,0.6000,2217871237,V9,212,677,404.5556,0,false,0.0412
74,AdjacencyList,10,20,0.5000,0.4444,578058902,V9,92,996,495.2222,0,false,0.0390
75,AdjacencyList,10,14,0.5000,0.3111,3233217163,V9,558,2159,1594.7778,0,false,0.0277
76,AdjacencyList,10,22,0.5000,0.4889,1593368328,V9,4,980,472.4444,0,false,0.0349
77,AdjacencyList,10,18,0.5000,0.4000,4248635889,V9,72,1123,696.1111,0,false,0.0312
78,AdjacencyList,10,25,0.5000,0.5556,2608832054,V9,178,1097,494.3333,0,false,0.0388
79,AdjacencyList,10,26,0.5000,0.5778,968989719,V9,95,582,275.0000,0,false,0.0389
80,AdjacencyList,10,20,0.5000,0.4444,3624130680,V9,122,922,493.0000,0,false,0.0325
81,AdjacencyList,10,16,0.5000,0.3556,1984311045,V9,187,1199,684.5556,0,false,0.0326
82,AdjacencyList,10,22,0.5000,0.4889,344483610,V9,258,746,497.7778,0,false,0.0349
83,AdjacencyList,10,22,0.5000,0.4889,2999655071,V9,203,505,354.2222,0,false,0.0346
84,AdjacencyList,10,24,0.5000,0.5333,1359875636,V9,171,709,456.3333,0,false,0.0306
85,AdjacencyList,10,22,0.5000,0.4889,4015032597,V9,172,1020,565.4444,0,false,0.0356
86,AdjacencyList,10,19,0.5000,0.4222,2375305862,V9,585,1723,1274.0000,0,false,0.0359
87,AdjacencyList,10,23,0.5000,0.5111,735562427,V9,151,749,419.4444,0,false,0.0425
88,AdjacencyList,10,24,0.5000,0.5333,3390731488,V9,79,550,268.0000,0,false,0.0302
89,AdjacencyList,10,25,0.5000,0.5556,1750938953,V9,40,1102,499.5556,0,false,0.0453
90,AdjacencyList,10,19,0.5000,0.4222,111097118,V9,54,809,389.2222,0,false,0.0262
91,AdjacencyList,10,23,0.5000,0.5111,2766229879,V9,256,903,526.5556,0,false,0.0360
92,AdjacencyList,10,21,0.5000,0.4667,1126400344,V9,154,1074,444.5556,0,false,0.0391
93,AdjacencyList,10,23,0.5000,0.5111,3781555305,V9,107,913,569.8889,0,false,0.0302
94,AdjacencyList,10,21,0.5000,0.4667,2141716070,V9,220,829,524.3333,0,false,0.0330
95,AdjacencyList,10,20,0.5000,0.4444,501870135,V9,81,1042,664.4444,0,false,0.0331
96,AdjacencyList,10,21,0.5000,0.4667,3157132096,V9,336,955,571.8889,0,false,0.0524
97,AdjacencyList,10,23,0.5000,0.5111,1517466161,V9,93,825,315.8889,0,false,0.0543
98,AdjacencyList,10,20,0.5000,0.4444,4172824022,V9,130,1062,508.1111,0,false,0.0334
99,AdjacencyList,10,25,0.5000,0.5556,2532989087,V9,51,506,261.3333,0,false,0.0461
100,AdjacencyList,10,25,0.5000,0.5556,893250952,V9,177,804,524.7778,0,false,0.0460
1,AdjacencyList,10,28,0.7500,0.6222,98834669,V9,397,1162,667.7778,0,false,0.0495
2,AdjacencyList,10,30,0.7500,0.6667,2753944430,V9,276,797,604.3333,0,false,0.0429
3,AdjacencyList,10,33,0.7500,0.7333,1114122995,V9,275,637,463.2222,0,false,0.0678
4,AdjacencyList,10,28,0.7500,0.6222,3769286656,V9,19,642,340.0000,0,false,0.0343
5,AdjacencyList,10,34,0.7500,0.7556,2129431021,V9,7,674,206.6667,0,false,0.0773
6,AdjacencyList,10,32,0.7500,0.7111,489682086,V9,215,719,401.4444,0,false,0.0555
7,AdjacencyList,10,29,0.7500,0.6444,3144811147,V9,12,480,223.8889,0,false,0.0417
8,AdjacencyList,10,27,0.7500,0.6000,1504973912,V9,521,1099,714.6667,0,false,0.0559
9,AdjacencyList,10,33,0.7500,0.7333,4160104673,V9,41,526,249.1111,0,false,0.0493
10,AdjacencyList,10,34,0.7500,0.7556,2520255338,V9,65,811,494.8889,0,false,0.0504
11,AdjacencyList,10,31,0.7500,0.6889,880420503,V9,445,750,581.0000,0,false,0.0454
12,AdjacencyList,10,32,0.7500,0.7111,3535528764,V9,372,843,610.8889,0,false,0.0550
13,AdjacencyList,10,35,0.7500,0.7778,1895778529,V9,171,729,322.3333,0,false,0.0612
14,AdjacencyList,10,36,0.7500,0.8000,255984694,V9,138,735,408.1111,0,false,0.0524
15,AdjacencyList,10,35,0.7500,0.7778,2911160155,V9,3,328,184.5556,0,false,0.0514
16,AdjacencyList,10,31,0.7500,0.6889,1271318820,V9,17,302,126.4444,0,false,0.0458
17,AdjacencyList,10,31,0.7500,0.6889,3926441181,V9,368,511,422.8889,0,false,0.0461
18,AdjacencyList,10,30,0.7500,0.6667,2286587946,V9,40,812,321.4444,0,false,0.0448
19,AdjacencyList,10,33,0.7500,0.7333,646781911,V9,326,925,573.7778,0,false,0.0491
20,AdjacencyList,10,33,0.7500,0.7333,3301936472,V9,1,673,294.2222,0,false,0.0584
21,AdjacencyList,10,38,0.7500,0.8444,1662099937,V9,1,367,223.0000,0,false,0.0647
22,AdjacencyList,10,36,0.7500,0.8000,22307302,V9,235,690,450.6667,0,false,0.0710
23,AdjacencyList,10,32,0.7500,0.7111,2677575963,V9,226,887,457.2222,0,false,0.0464
24,AdjacencyList,10,31,0.7500,0.6889,1037846728,V9,280,1057,573.2222,0,false,0.0540
25,AdjacencyList,10,34,0.7500,0.7556,3692982489,V9,51,595,347.0000,0,false,0.0508
26,AdjacencyList,10,32,0.7500,0.7111,2053147954,V9,247,795,492.7778,0,false,0.0559
27,AdjacencyList,10,33,0.7500,0.7333,413335519,V9,221,701,460.5556,0,false,0.0492
28,AdjacencyList,10,39,0.7500,0.8667,3068458880,V9,29,523,255.8889,0,false,0.0557
29,AdjacencyList,10,37,0.7500,0.8222,1428624745,V9,14,817,425.1111,0,false,0.0539
30,AdjacencyList,10,33,0.7500,0.7333,4083758006,V9,92,631,346.7778,0,false,0.0489
31,AdjacencyList,10,30,0.7500,0.6667,2443912171,V9,243,989,734.6667,0,false,0.0451
32,AdjacencyList,10,36,0.7500,0.8000,804122336,V9,111,606,391.1111,0,false,0.0520
33,AdjacencyList,10,33,0.7500,0.7333,3459335697,V9,31,455,237.6667,0,false,0.0595
34,AdjacencyList,10,41,0.7500,0.9111,1819510562,V9,139,402,296.8889,0,false,0.0576
35,AdjacencyList,10,35,0.7500,0.7778,179686027,V9,72,476,312.4444,0,false,0.0516
36,AdjacencyList,10,34,0.7500,0.7556,2834814488,V9,264,479,357.4444,0,false,0.0501
37,AdjacencyList,10,34,0.7500,0.7556,1194972953,V9,111,570,289.0000,0,false,0.0581
38,AdjacencyList,10,32,0.7500,0.7111,3850109414,V9,64,297,170.3333,0,false,0.0637
39,AdjacencyList,10,41,0.7500,0.9111,2210283079,V9,118,610,382.4444,0,false,0.0474
40,AdjacencyList,10,32,0.7500,0.7111,570446444,V9,265,666,420.5556,0,false,0.0558
41,AdjacencyList,10,35,0.7500,0.7778,3225797405,V9,87,869,503.4444,0,false,0.0511
42,AdjacencyList,10,37,0.7500,0.8222,1586153970,V9,173,657,409.8889,0,false,0.0668
43,AdjacencyList,10,28,0.7500,0.6222,4241374631,V9,673,1257,876.4444,0,false,0.0352
44,AdjacencyList,10,32,0.7500,0.7111,2601656496,V9,40,563,172.4444,0,false,0.0472
45,AdjacencyList,10,38,0.7500,0.8444,961918561,V9,153,698,380.8889,0,false,0.0566
46,AdjacencyList,10,38,0.7500,0.8444,3617134522,V9,9,274,118.5556,0,false,0.0652
47,AdjacencyList,10,36,0.7500,0.8000,1977330287,V9,310,803,578.1111,0,false,0.0534
48,AdjacencyList,10,38,0.7500,0.8444,337495952,V9,303,806,579.5556,0,false,0.0539
49,AdjacencyList,10,27,0.7500,0.6000,2992689813,V9,193,888,600.0000,0,false,0.0409
50,AdjacencyList,10,35,0.7500,0.7778,1352897878,V9,20,376,173.3333,0,false,0.0606
51,AdjacencyList,10,39,0.7500,0.8667,4008058639,V9,6,394,146.3333,0,false,0.0653
52,AdjacencyList,10,31,0.7500,0.6889,2368262704,V9,317,874,559.5556,0,false,0.0545
53,AdjacencyList,10,33,0.7500,0.7333,728457869,V9,200,830,533.6667,0,false,0.0498
54,AdjacencyList,10,32,0.7500,0.7111,3383584730,V9,214,609,394.4444,0,false,0.0474
55,AdjacencyList,10,30,0.7500,0.6667,1743786295,V9,106,691,364.1111,0,false,0.0522
56,AdjacencyList,10,33,0.7500,0.7333,103947760,V9,168,723,439.5556,0,false,0.0482
57,AdjacencyList,10,32,0.7500,0.7111,2759120721,V9,80,503,301.7778,0,false,0.0464
58,AdjacencyList,10,31,0.7500,0.6889,1119354286,V9,32,543,284.2222,0,false,0.0542
59,AdjacencyList,10,34,0.7500,0.7556,3774522247,V9,65,460,255.8889,0,false,0.0504
60,AdjacencyList,10,36,0.7500,0.8000,2134778212,V9,33,426,237.6667,0,false,0.0625
61,AdjacencyList,10,29,0.7500,0.6444,495075477,V9,443,834,651.3333,0,false,0.0517
62,AdjacencyList,10,31,0.7500,0.6889,3150292838,V9,53,548,309.3333,0,false,0.0452
63,AdjacencyList,10,35,0.7500,0.7778,1510467603,V9,332,909,646.4444,0,false,0.0603
64,AdjacencyList,10,36,0.7500,0.8000,4165644864,V9,47,554,285.5556,0,false,0.0619
65,AdjacencyList,10,36,0.7500,0.8000,2525894929,V9,8,596,258.8889,0,false,0.0620
66,AdjacencyList,10,35,0.7500,0.7778,886143494,V9,53,622,292.0000,0,false,0.0512
67,AdjacencyList,10,38,0.7500,0.8444,3541310255,V9,100,609,383.1111,0,false,0.0439
68,AdjacencyList,10,32,0.7500,0.7111,1901505620,V9,321,720,486.3333,0,false,0.0646
69,AdjacencyList,10,35,0.7500,0.7778,261726085,V9,10,424,219.1111,0,false,0.0503
70,AdjacencyList,10,35,0.7500,0.7778,2916935646,V9,94,553,251.5556,0,false,0.0424
71,AdjacencyList,10,33,0.7500,0.7333,1277181011,V9,124,619,351.2222,0,false,0.0497
72,AdjacencyList,10,35,0.7500,0.7778,3932372172,V9,54,778,350.5556,0,false,0.0415
73,AdjacencyList,10,33,0.7500,0.7333,2292585537,V9,259,539,339.7778,0,false,0.0585
74,AdjacencyList,10,37,0.7500,0.8222,652782902,V9,117,427,293.0000,0,false,0.0533
